timestamp,packet_length,dst_port,src_port,tcp_flag_syn,tcp_flag_fin,tcp_flag_psh,tcp_flag_ack,inter_arrival_time,traffic_type,is_attack
1781260356.8145416,45,55517,51973,0,0,1,1,3.600120544433594e-05,rest_normal,0
1781260356.8145611,44,51973,55517,0,0,0,1,1.9550323486328125e-05,rest_normal,0
1781260356.8145995,85,51973,55517,0,0,1,1,3.838539123535156e-05,rest_normal,0
1781260356.8146331,44,55517,51973,0,0,0,1,3.361701965332031e-05,rest_normal,0
1781260356.814695,121,55517,51973,0,0,1,1,6.175041198730469e-05,rest_normal,0
1781260356.814724,44,51973,55517,0,0,0,1,2.9087066650390625e-05,rest_normal,0
1781260356.8263993,45,53184,55232,0,0,1,1,0.011675357818603516,rest_normal,0
1781260356.826439,44,55232,53184,0,0,0,1,3.9577484130859375e-05,rest_normal,0
1781260356.826501,45,55232,53184,0,0,1,1,6.198883056640625e-05,rest_normal,0
1781260356.82654,44,53184,55232,0,0,0,1,3.910064697265625e-05,rest_normal,0
1781260356.8265803,85,53184,55232,0,0,1,1,4.029273986816406e-05,rest_normal,0
1781260356.8266132,44,55232,53184,0,0,0,1,3.2901763916015625e-05,rest_normal,0
1781260356.826666,121,55232,53184,0,0,1,1,5.2928924560546875e-05,rest_normal,0
1781260356.8266957,44,53184,55232,0,0,0,1,2.956390380859375e-05,rest_normal,0
1781260356.915014,45,51973,55517,0,0,1,1,0.0883183479309082,rest_normal,0
1781260356.9150612,44,55517,51973,0,0,0,1,4.7206878662109375e-05,rest_normal,0
1781260356.9151,45,55517,51973,0,0,1,1,3.886222839355469e-05,rest_normal,0
1781260356.915138,44,51973,55517,0,0,0,1,3.790855407714844e-05,rest_normal,0
1781260356.9151697,85,51973,55517,0,0,1,1,3.170967102050781e-05,rest_normal,0
1781260356.9151983,44,55517,51973,0,0,0,1,2.86102294921875e-05,rest_normal,0
1781260356.9152915,121,55517,51973,0,0,1,1,9.322166442871094e-05,rest_normal,0
1781260356.9153247,44,51973,55517,0,0,0,1,3.314018249511719e-05,rest_normal,0
1781260356.923156,87,0,0,0,0,0,0,0.007831335067749023,rest_normal,0
1781260356.9237545,87,0,0,0,0,0,0,0.0005984306335449219,rest_normal,0
1781260356.9241593,107,0,0,0,0,0,0,0.0004048347473144531,rest_normal,0
1781260356.9245565,87,0,0,0,0,0,0,0.0003972053527832031,rest_normal,0
1781260356.9250174,107,0,0,0,0,0,0,0.0004608631134033203,rest_normal,0
1781260356.9283705,45,53184,55232,0,0,1,1,0.003353118896484375,rest_normal,0
1781260356.9284313,44,55232,53184,0,0,0,1,6.079673767089844e-05,rest_normal,0
1781260356.9284692,45,55232,53184,0,0,1,1,3.790855407714844e-05,rest_normal,0
1781260356.9285054,44,53184,55232,0,0,0,1,3.62396240234375e-05,rest_normal,0
1781260356.9285405,85,53184,55232,0,0,1,1,3.504753112792969e-05,rest_normal,0
1781260356.9285734,44,55232,53184,0,0,0,1,3.2901763916015625e-05,rest_normal,0
1781260356.928636,121,55232,53184,0,0,1,1,6.270408630371094e-05,rest_normal,0
1781260356.9286673,44,53184,55232,0,0,0,1,3.123283386230469e-05,rest_normal,0
1781260357.0169213,45,51973,55517,0,0,1,1,0.08825397491455078,rest_normal,0
1781260357.016978,44,55517,51973,0,0,0,1,5.6743621826171875e-05,rest_normal,0
1781260357.0170107,45,55517,51973,0,0,1,1,3.266334533691406e-05,rest_normal,0
1781260357.0170336,44,51973,55517,0,0,0,1,2.288818359375e-05,rest_normal,0
1781260357.0170605,85,51973,55517,0,0,1,1,2.6941299438476562e-05,rest_normal,0
1781260357.0170832,44,55517,51973,0,0,0,1,2.2649765014648438e-05,rest_normal,0
1781260357.0171561,121,55517,51973,0,0,1,1,7.295608520507812e-05,rest_normal,0
1781260357.0171874,44,51973,55517,0,0,0,1,3.123283386230469e-05,rest_normal,0
1781260357.030765,45,53184,55232,0,0,1,1,0.013577699661254883,rest_normal,0
1781260357.0308168,44,55232,53184,0,0,0,1,5.173683166503906e-05,rest_normal,0
1781260357.0308738,45,55232,53184,0,0,1,1,5.698204040527344e-05,rest_normal,0
1781260357.0309153,44,53184,55232,0,0,0,1,4.1484832763671875e-05,rest_normal,0
1781260357.0309453,85,53184,55232,0,0,1,1,3.0040740966796875e-05,rest_normal,0
1781260357.0309668,44,55232,53184,0,0,0,1,2.1457672119140625e-05,rest_normal,0
1781260357.0310292,121,55232,53184,0,0,1,1,6.246566772460938e-05,rest_normal,0
1781260357.0310593,44,53184,55232,0,0,0,1,3.0040740966796875e-05,rest_normal,0
1781260357.1114168,45,51973,55517,0,0,1,1,0.08035755157470703,rest_normal,0
1781260357.1114683,44,55517,51973,0,0,0,1,5.14984130859375e-05,rest_normal,0
1781260357.1115,45,55517,51973,0,0,1,1,3.170967102050781e-05,rest_normal,0
1781260357.111532,44,51973,55517,0,0,0,1,3.1948089599609375e-05,rest_normal,0
1781260357.111558,85,51973,55517,0,0,1,1,2.5987625122070312e-05,rest_normal,0
1781260357.1115797,44,55517,51973,0,0,0,1,2.1696090698242188e-05,rest_normal,0
1781260357.1116514,121,55517,51973,0,0,1,1,7.176399230957031e-05,rest_normal,0
1781260357.1116824,44,51973,55517,0,0,0,1,3.0994415283203125e-05,rest_normal,0
1781260357.1117268,45,53184,55232,0,0,1,1,4.4345855712890625e-05,rest_normal,0
1781260357.1117587,44,55232,53184,0,0,0,1,3.1948089599609375e-05,rest_normal,0
1781260357.1118028,45,55232,53184,0,0,1,1,4.410743713378906e-05,rest_normal,0
1781260357.111822,44,53184,55232,0,0,0,1,1.9073486328125e-05,rest_normal,0
1781260357.1119492,85,53184,55232,0,0,1,1,0.00012731552124023438,rest_normal,0
1781260357.1119778,44,55232,53184,0,0,0,1,2.86102294921875e-05,rest_normal,0
1781260357.1120448,121,55232,53184,0,0,1,1,6.699562072753906e-05,rest_normal,0
